"Label (Grouping)","Alabama!!Number!!Estimate","Alabama!!Number!!Margin of Error","Alabama!!Percent Distribution!!Estimate","Alabama!!Percent Distribution!!Margin of Error","Alabama!!Mean income (dollars)!!Estimate","Alabama!!Mean income (dollars)!!Margin of Error","Alaska!!Number!!Estimate","Alaska!!Number!!Margin of Error","Alaska!!Percent Distribution!!Estimate","Alaska!!Percent Distribution!!Margin of Error","Alaska!!Mean income (dollars)!!Estimate","Alaska!!Mean income (dollars)!!Margin of Error","Arizona!!Number!!Estimate","Arizona!!Number!!Margin of Error","Arizona!!Percent Distribution!!Estimate","Arizona!!Percent Distribution!!Margin of Error","Arizona!!Mean income (dollars)!!Estimate","Arizona!!Mean income (dollars)!!Margin of Error","Arkansas!!Number!!Estimate","Arkansas!!Number!!Margin of Error","Arkansas!!Percent Distribution!!Estimate","Arkansas!!Percent Distribution!!Margin of Error","Arkansas!!Mean income (dollars)!!Estimate","Arkansas!!Mean income (dollars)!!Margin of Error","California!!Number!!Estimate","California!!Number!!Margin of Error","California!!Percent Distribution!!Estimate","California!!Percent Distribution!!Margin of Error","California!!Mean income (dollars)!!Estimate","California!!Mean income (dollars)!!Margin of Error","Colorado!!Number!!Estimate","Colorado!!Number!!Margin of Error","Colorado!!Percent Distribution!!Estimate","Colorado!!Percent Distribution!!Margin of Error","Colorado!!Mean income (dollars)!!Estimate","Colorado!!Mean income (dollars)!!Margin of Error","Connecticut!!Number!!Estimate","Connecticut!!Number!!Margin of Error","Connecticut!!Percent Distribution!!Estimate","Connecticut!!Percent Distribution!!Margin of Error","Connecticut!!Mean income (dollars)!!Estimate","Connecticut!!Mean income (dollars)!!Margin of Error","Delaware!!Number!!Estimate","Delaware!!Number!!Margin of Error","Delaware!!Percent Distribution!!Estimate","Delaware!!Percent Distribution!!Margin of Error","Delaware!!Mean income (dollars)!!Estimate","Delaware!!Mean income (dollars)!!Margin of Error","District of Columbia!!Number!!Estimate","District of Columbia!!Number!!Margin of Error","District of Columbia!!Percent Distribution!!Estimate","District of Columbia!!Percent Distribution!!Margin of Error","District of Columbia!!Mean income (dollars)!!Estimate","District of Columbia!!Mean income (dollars)!!Margin of Error","Florida!!Number!!Estimate","Florida!!Number!!Margin of Error","Florida!!Percent Distribution!!Estimate","Florida!!Percent Distribution!!Margin of Error","Florida!!Mean income (dollars)!!Estimate","Florida!!Mean income (dollars)!!Margin of Error","Georgia!!Number!!Estimate","Georgia!!Number!!Margin of Error","Georgia!!Percent Distribution!!Estimate","Georgia!!Percent Distribution!!Margin of Error","Georgia!!Mean income (dollars)!!Estimate","Georgia!!Mean income (dollars)!!Margin of Error","Hawaii!!Number!!Estimate","Hawaii!!Number!!Margin of Error","Hawaii!!Percent Distribution!!Estimate","Hawaii!!Percent Distribution!!Margin of Error","Hawaii!!Mean income (dollars)!!Estimate","Hawaii!!Mean income (dollars)!!Margin of Error","Idaho!!Number!!Estimate","Idaho!!Number!!Margin of Error","Idaho!!Percent Distribution!!Estimate","Idaho!!Percent Distribution!!Margin of Error","Idaho!!Mean income (dollars)!!Estimate","Idaho!!Mean income (dollars)!!Margin of Error","Illinois!!Number!!Estimate","Illinois!!Number!!Margin of Error","Illinois!!Percent Distribution!!Estimate","Illinois!!Percent Distribution!!Margin of Error","Illinois!!Mean income (dollars)!!Estimate","Illinois!!Mean income (dollars)!!Margin of Error","Indiana!!Number!!Estimate","Indiana!!Number!!Margin of Error","Indiana!!Percent Distribution!!Estimate","Indiana!!Percent Distribution!!Margin of Error","Indiana!!Mean income (dollars)!!Estimate","Indiana!!Mean income (dollars)!!Margin of Error","Iowa!!Number!!Estimate","Iowa!!Number!!Margin of Error","Iowa!!Percent Distribution!!Estimate","Iowa!!Percent Distribution!!Margin of Error","Iowa!!Mean income (dollars)!!Estimate","Iowa!!Mean income (dollars)!!Margin of Error","Kansas!!Number!!Estimate","Kansas!!Number!!Margin of Error","Kansas!!Percent Distribution!!Estimate","Kansas!!Percent Distribution!!Margin of Error","Kansas!!Mean income (dollars)!!Estimate","Kansas!!Mean income (dollars)!!Margin of Error","Kentucky!!Number!!Estimate","Kentucky!!Number!!Margin of Error","Kentucky!!Percent Distribution!!Estimate","Kentucky!!Percent Distribution!!Margin of Error","Kentucky!!Mean income (dollars)!!Estimate","Kentucky!!Mean income (dollars)!!Margin of Error","Louisiana!!Number!!Estimate","Louisiana!!Number!!Margin of Error","Louisiana!!Percent Distribution!!Estimate","Louisiana!!Percent Distribution!!Margin of Error","Louisiana!!Mean income (dollars)!!Estimate","Louisiana!!Mean income (dollars)!!Margin of Error","Maine!!Number!!Estimate","Maine!!Number!!Margin of Error","Maine!!Percent Distribution!!Estimate","Maine!!Percent Distribution!!Margin of Error","Maine!!Mean income (dollars)!!Estimate","Maine!!Mean income (dollars)!!Margin of Error","Maryland!!Number!!Estimate","Maryland!!Number!!Margin of Error","Maryland!!Percent Distribution!!Estimate","Maryland!!Percent Distribution!!Margin of Error","Maryland!!Mean income (dollars)!!Estimate","Maryland!!Mean income (dollars)!!Margin of Error","Massachusetts!!Number!!Estimate","Massachusetts!!Number!!Margin of Error","Massachusetts!!Percent Distribution!!Estimate","Massachusetts!!Percent Distribution!!Margin of Error","Massachusetts!!Mean income (dollars)!!Estimate","Massachusetts!!Mean income (dollars)!!Margin of Error","Michigan!!Number!!Estimate","Michigan!!Number!!Margin of Error","Michigan!!Percent Distribution!!Estimate","Michigan!!Percent Distribution!!Margin of Error","Michigan!!Mean income (dollars)!!Estimate","Michigan!!Mean income (dollars)!!Margin of Error","Minnesota!!Number!!Estimate","Minnesota!!Number!!Margin of Error","Minnesota!!Percent Distribution!!Estimate","Minnesota!!Percent Distribution!!Margin of Error","Minnesota!!Mean income (dollars)!!Estimate","Minnesota!!Mean income (dollars)!!Margin of Error","Mississippi!!Number!!Estimate","Mississippi!!Number!!Margin of Error","Mississippi!!Percent Distribution!!Estimate","Mississippi!!Percent Distribution!!Margin of Error","Mississippi!!Mean income (dollars)!!Estimate","Mississippi!!Mean income (dollars)!!Margin of Error","Missouri!!Number!!Estimate","Missouri!!Number!!Margin of Error","Missouri!!Percent Distribution!!Estimate","Missouri!!Percent Distribution!!Margin of Error","Missouri!!Mean income (dollars)!!Estimate","Missouri!!Mean income (dollars)!!Margin of Error","Montana!!Number!!Estimate","Montana!!Number!!Margin of Error","Montana!!Percent Distribution!!Estimate","Montana!!Percent Distribution!!Margin of Error","Montana!!Mean income (dollars)!!Estimate","Montana!!Mean income (dollars)!!Margin of Error","Nebraska!!Number!!Estimate","Nebraska!!Number!!Margin of Error","Nebraska!!Percent Distribution!!Estimate","Nebraska!!Percent Distribution!!Margin of Error","Nebraska!!Mean income (dollars)!!Estimate","Nebraska!!Mean income (dollars)!!Margin of Error","Nevada!!Number!!Estimate","Nevada!!Number!!Margin of Error","Nevada!!Percent Distribution!!Estimate","Nevada!!Percent Distribution!!Margin of Error","Nevada!!Mean income (dollars)!!Estimate","Nevada!!Mean income (dollars)!!Margin of Error","New Hampshire!!Number!!Estimate","New Hampshire!!Number!!Margin of Error","New Hampshire!!Percent Distribution!!Estimate","New Hampshire!!Percent Distribution!!Margin of Error","New Hampshire!!Mean income (dollars)!!Estimate","New Hampshire!!Mean income (dollars)!!Margin of Error","New Jersey!!Number!!Estimate","New Jersey!!Number!!Margin of Error","New Jersey!!Percent Distribution!!Estimate","New Jersey!!Percent Distribution!!Margin of Error","New Jersey!!Mean income (dollars)!!Estimate","New Jersey!!Mean income (dollars)!!Margin of Error","New Mexico!!Number!!Estimate","New Mexico!!Number!!Margin of Error","New Mexico!!Percent Distribution!!Estimate","New Mexico!!Percent Distribution!!Margin of Error","New Mexico!!Mean income (dollars)!!Estimate","New Mexico!!Mean income (dollars)!!Margin of Error","New York!!Number!!Estimate","New York!!Number!!Margin of Error","New York!!Percent Distribution!!Estimate","New York!!Percent Distribution!!Margin of Error","New York!!Mean income (dollars)!!Estimate","New York!!Mean income (dollars)!!Margin of Error","North Carolina!!Number!!Estimate","North Carolina!!Number!!Margin of Error","North Carolina!!Percent Distribution!!Estimate","North Carolina!!Percent Distribution!!Margin of Error","North Carolina!!Mean income (dollars)!!Estimate","North Carolina!!Mean income (dollars)!!Margin of Error","North Dakota!!Number!!Estimate","North Dakota!!Number!!Margin of Error","North Dakota!!Percent Distribution!!Estimate","North Dakota!!Percent Distribution!!Margin of Error","North Dakota!!Mean income (dollars)!!Estimate","North Dakota!!Mean income (dollars)!!Margin of Error","Ohio!!Number!!Estimate","Ohio!!Number!!Margin of Error","Ohio!!Percent Distribution!!Estimate","Ohio!!Percent Distribution!!Margin of Error","Ohio!!Mean income (dollars)!!Estimate","Ohio!!Mean income (dollars)!!Margin of Error","Oklahoma!!Number!!Estimate","Oklahoma!!Number!!Margin of Error","Oklahoma!!Percent Distribution!!Estimate","Oklahoma!!Percent Distribution!!Margin of Error","Oklahoma!!Mean income (dollars)!!Estimate","Oklahoma!!Mean income (dollars)!!Margin of Error","Oregon!!Number!!Estimate","Oregon!!Number!!Margin of Error","Oregon!!Percent Distribution!!Estimate","Oregon!!Percent Distribution!!Margin of Error","Oregon!!Mean income (dollars)!!Estimate","Oregon!!Mean income (dollars)!!Margin of Error","Pennsylvania!!Number!!Estimate","Pennsylvania!!Number!!Margin of Error","Pennsylvania!!Percent Distribution!!Estimate","Pennsylvania!!Percent Distribution!!Margin of Error","Pennsylvania!!Mean income (dollars)!!Estimate","Pennsylvania!!Mean income (dollars)!!Margin of Error","Rhode Island!!Number!!Estimate","Rhode Island!!Number!!Margin of Error","Rhode Island!!Percent Distribution!!Estimate","Rhode Island!!Percent Distribution!!Margin of Error","Rhode Island!!Mean income (dollars)!!Estimate","Rhode Island!!Mean income (dollars)!!Margin of Error","South Carolina!!Number!!Estimate","South Carolina!!Number!!Margin of Error","South Carolina!!Percent Distribution!!Estimate","South Carolina!!Percent Distribution!!Margin of Error","South Carolina!!Mean income (dollars)!!Estimate","South Carolina!!Mean income (dollars)!!Margin of Error","South Dakota!!Number!!Estimate","South Dakota!!Number!!Margin of Error","South Dakota!!Percent Distribution!!Estimate","South Dakota!!Percent Distribution!!Margin of Error","South Dakota!!Mean income (dollars)!!Estimate","South Dakota!!Mean income (dollars)!!Margin of Error","Tennessee!!Number!!Estimate","Tennessee!!Number!!Margin of Error","Tennessee!!Percent Distribution!!Estimate","Tennessee!!Percent Distribution!!Margin of Error","Tennessee!!Mean income (dollars)!!Estimate","Tennessee!!Mean income (dollars)!!Margin of Error","Texas!!Number!!Estimate","Texas!!Number!!Margin of Error","Texas!!Percent Distribution!!Estimate","Texas!!Percent Distribution!!Margin of Error","Texas!!Mean income (dollars)!!Estimate","Texas!!Mean income (dollars)!!Margin of Error","Utah!!Number!!Estimate","Utah!!Number!!Margin of Error","Utah!!Percent Distribution!!Estimate","Utah!!Percent Distribution!!Margin of Error","Utah!!Mean income (dollars)!!Estimate","Utah!!Mean income (dollars)!!Margin of Error","Vermont!!Number!!Estimate","Vermont!!Number!!Margin of Error","Vermont!!Percent Distribution!!Estimate","Vermont!!Percent Distribution!!Margin of Error","Vermont!!Mean income (dollars)!!Estimate","Vermont!!Mean income (dollars)!!Margin of Error","Virginia!!Number!!Estimate","Virginia!!Number!!Margin of Error","Virginia!!Percent Distribution!!Estimate","Virginia!!Percent Distribution!!Margin of Error","Virginia!!Mean income (dollars)!!Estimate","Virginia!!Mean income (dollars)!!Margin of Error","Washington!!Number!!Estimate","Washington!!Number!!Margin of Error","Washington!!Percent Distribution!!Estimate","Washington!!Percent Distribution!!Margin of Error","Washington!!Mean income (dollars)!!Estimate","Washington!!Mean income (dollars)!!Margin of Error","West Virginia!!Number!!Estimate","West Virginia!!Number!!Margin of Error","West Virginia!!Percent Distribution!!Estimate","West Virginia!!Percent Distribution!!Margin of Error","West Virginia!!Mean income (dollars)!!Estimate","West Virginia!!Mean income (dollars)!!Margin of Error","Wisconsin!!Number!!Estimate","Wisconsin!!Number!!Margin of Error","Wisconsin!!Percent Distribution!!Estimate","Wisconsin!!Percent Distribution!!Margin of Error","Wisconsin!!Mean income (dollars)!!Estimate","Wisconsin!!Mean income (dollars)!!Margin of Error","Wyoming!!Number!!Estimate","Wyoming!!Number!!Margin of Error","Wyoming!!Percent Distribution!!Estimate","Wyoming!!Percent Distribution!!Margin of Error","Wyoming!!Mean income (dollars)!!Estimate","Wyoming!!Mean income (dollars)!!Margin of Error","Puerto Rico!!Number!!Estimate","Puerto Rico!!Number!!Margin of Error","Puerto Rico!!Percent Distribution!!Estimate","Puerto Rico!!Percent Distribution!!Margin of Error","Puerto Rico!!Mean income (dollars)!!Estimate","Puerto Rico!!Mean income (dollars)!!Margin of Error"
"HOUSEHOLD INCOME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    All households","1,888,504","±5,749","1,888,504","±5,749","71,964","±524","255,173","±1,326","255,173","±1,326","98,811","±1,165","2,643,430","±6,290","2,643,430","±6,290","84,380","±515","1,170,544","±4,411","1,170,544","±4,411","69,357","±648","13,103,114","±18,542","13,103,114","±18,542","111,622","±320","2,137,402","±4,703","2,137,402","±4,703","100,933","±594","1,385,437","±3,268","1,385,437","±3,268","115,337","±745","370,953","±1,823","370,953","±1,823","92,308","±1,355","288,307","±1,319","288,307","±1,319","133,587","±2,032","7,931,313","±23,200","7,931,313","±23,200","83,104","±375","3,830,264","±8,096","3,830,264","±8,096","85,691","±467","467,932","±1,883","467,932","±1,883","107,348","±1,158","649,299","±2,233","649,299","±2,233","77,399","±905","4,884,061","±8,585","4,884,061","±8,585","95,115","±360","2,602,770","±6,793","2,602,770","±6,793","76,984","±369","1,273,941","±4,037","1,273,941","±4,037","80,316","±490","1,141,985","±4,096","1,141,985","±4,096","82,103","±506","1,748,053","±5,379","1,748,053","±5,379","72,318","±481","1,751,956","±5,502","1,751,956","±5,502","73,759","±677","569,551","±2,285","569,551","±2,285","78,301","±665","2,230,527","±4,131","2,230,527","±4,131","114,236","±568","2,646,980","±4,188","2,646,980","±4,188","115,964","±563","3,980,408","±8,401","3,980,408","±8,401","80,803","±312","2,207,988","±5,616","2,207,988","±5,616","96,814","±386","1,116,649","±4,463","1,116,649","±4,463","65,156","±488","2,440,212","±6,698","2,440,212","±6,698","78,194","±433","436,048","±1,975","436,048","±1,975","76,834","±958","766,663","±2,410","766,663","±2,410","82,306","±689","1,130,011","±2,777","1,130,011","±2,777","84,350","±746","539,116","±1,981","539,116","±1,981","101,292","±828","3,272,054","±6,029","3,272,054","±6,029","117,868","±480","792,755","±2,457","792,755","±2,457","70,241","±602","7,417,224","±12,559","7,417,224","±12,559","105,304","±410","4,031,592","±8,480","4,031,592","±8,480","79,620","±412","320,873","±1,737","320,873","±1,737","85,506","±1,117","4,717,226","±9,371","4,717,226","±9,371","78,797","±279","1,493,569","±3,009","1,493,569","±3,009","74,195","±531","1,642,579","±3,451","1,642,579","±3,451","88,137","±556","5,106,601","±8,064","5,106,601","±8,064","87,262","±348","414,730","±1,881","414,730","±1,881","92,427","±1,274","1,961,481","±5,748","1,961,481","±5,748","76,390","±519","347,878","±1,737","347,878","±1,737","77,932","±948","2,639,455","±6,788","2,639,455","±6,788","76,937","±422","9,906,070","±18,881","9,906,070","±18,881","89,506","±315","1,003,345","±2,384","1,003,345","±2,384","94,452","±680","262,852","±1,220","262,852","±1,220","83,767","±1,048","3,184,121","±7,450","3,184,121","±7,450","106,023","±679","2,905,822","±5,585","2,905,822","±5,585","103,669","±473","734,235","±2,810","734,235","±2,810","65,332","±692","2,377,935","±5,709","2,377,935","±5,709","82,757","±379","233,231","±1,535","233,231","±1,535","83,583","±1,532","1,205,749","±3,649","1,205,749","±3,649","33,315","±282"
"        With earnings","1,361,896","±5,978","72.1%","±0.2","74,821","±585","213,037","±1,512","83.5%","±0.4","94,644","±1,224","1,977,058","±6,840","74.8%","±0.2","84,708","±593","854,877","±4,685","73.0%","±0.2","72,393","±809","10,599,418","±17,779","80.9%","±0.1","111,920","±323","1,746,669","±4,804","81.7%","±0.2","99,714","±606","1,091,013","±4,519","78.7%","±0.3","117,845","±767","282,155","±2,247","76.1%","±0.5","91,001","±1,501","234,965","±2,115","81.5%","±0.6","140,854","±2,413","5,763,419","±20,303","72.7%","±0.1","82,864","±378","3,029,043","±9,382","79.1%","±0.2","87,339","±488","377,286","±2,110","80.6%","±0.4","101,001","±1,174","503,999","±2,878","77.6%","±0.3","76,282","±935","3,830,680","±9,326","78.4%","±0.1","97,662","±408","2,022,809","±6,616","77.7%","±0.2","78,726","±407","1,000,684","±4,074","78.6%","±0.2","80,374","±553","906,078","±3,889","79.3%","±0.2","82,149","±583","1,274,510","±5,261","72.9%","±0.2","74,856","±576","1,291,979","±6,491","73.7%","±0.3","77,356","±698","423,197","±2,757","74.3%","±0.4","78,422","±808","1,816,626","±4,829","81.4%","±0.2","114,293","±617","2,096,773","±5,558","79.2%","±0.2","120,626","±661","2,961,783","±7,701","74.4%","±0.1","83,024","±368","1,764,386","±4,668","79.9%","±0.1","98,477","±415","807,603","±4,830","72.3%","±0.3","67,937","±594","1,858,153","±6,603","76.1%","±0.2","79,654","±444","332,612","±2,198","76.3%","±0.4","74,677","±986","621,089","±2,663","81.0%","±0.2","81,639","±753","880,427","±4,067","77.9%","±0.3","83,701","±842","428,983","±2,317","79.6%","±0.3","101,744","±1,041","2,618,331","±6,562","80.0%","±0.1","121,592","±585","577,101","±3,332","72.8%","±0.4","70,273","±710","5,732,196","±13,288","77.3%","±0.1","110,284","±458","3,081,404","±8,793","76.4%","±0.1","80,769","±450","262,975","±2,103","82.0%","±0.4","84,131","±1,176","3,576,877","±9,241","75.8%","±0.1","80,561","±326","1,135,438","±4,064","76.0%","±0.2","75,085","±553","1,251,799","±4,428","76.2%","±0.2","88,529","±660","3,866,168","±7,158","75.7%","±0.1","90,412","±381","317,479","±2,107","76.6%","±0.5","95,017","±1,348","1,453,380","±6,540","74.1%","±0.2","76,567","±535","279,252","±1,890","80.3%","±0.3","75,994","±1,022","1,999,071","±6,782","75.7%","±0.2","78,792","±473","8,184,859","±19,001","82.6%","±0.1","89,914","±306","843,005","±3,062","84.0%","±0.2","93,010","±653","202,530","±1,493","77.1%","±0.5","81,699","±1,094","2,536,296","±7,448","79.7%","±0.2","105,064","±532","2,298,495","±6,528","79.1%","±0.2","105,056","±497","493,751","±3,277","67.2%","±0.3","68,700","±746","1,840,069","±5,171","77.4%","±0.2","83,616","±378","184,402","±1,852","79.1%","±0.5","82,036","±1,721","667,366","±4,526","55.3%","±0.3","39,673","±466"
"            With wages or salary income","1,313,837","±6,174","69.6%","±0.2","73,030","±563","204,271","±1,583","80.1%","±0.5","92,165","±1,218","1,899,046","±6,926","71.8%","±0.2","82,837","±554","821,827","±5,122","70.2%","±0.3","70,346","±823","10,088,278","±20,634","77.0%","±0.1","108,927","±313","1,683,579","±5,061","78.8%","±0.2","96,673","±563","1,050,659","±4,915","75.8%","±0.3","114,434","±750","273,751","±2,194","73.8%","±0.5","89,697","±1,454","229,400","±2,256","79.6%","±0.6","136,813","±2,445","5,536,157","±20,730","69.8%","±0.1","80,824","±366","2,928,172","±10,453","76.4%","±0.2","85,230","±484","361,608","±2,132","77.3%","±0.4","97,895","±985","481,632","±2,909","74.2%","±0.4","72,923","±789","3,723,543","±9,895","76.2%","±0.1","95,670","±389","1,968,353","±6,717","75.6%","±0.2","76,797","±418","964,098","±4,348","75.7%","±0.2","77,418","±540","874,804","±3,988","76.6%","±0.2","79,612","±578","1,230,847","±5,281","70.4%","±0.2","73,006","±547","1,239,027","±6,938","70.7%","±0.3","74,776","±618","400,975","±2,876","70.4%","±0.4","76,451","±800","1,768,147","±4,818","79.3%","±0.2","111,715","±575","2,029,934","±5,644","76.7%","±0.2","117,556","±615","2,871,206","±7,784","72.1%","±0.1","81,358","±350","1,712,388","±5,072","77.6%","±0.1","95,650","±405","778,165","±4,872","69.7%","±0.3","66,332","±619","1,796,019","±6,704","73.6%","±0.2","77,616","±420","315,203","±2,357","72.3%","±0.4","70,838","±1,027","600,218","±3,021","78.3%","±0.3","78,491","±666","849,001","±3,930","75.1%","±0.3","80,995","±787","413,253","±2,418","76.7%","±0.4","98,914","±1,078","2,549,676","±7,346","77.9%","±0.2","118,634","±560","548,491","±3,412","69.2%","±0.4","69,290","±676","5,539,353","±14,197","74.7%","±0.1","107,628","±459","2,976,129","±9,043","73.8%","±0.1","79,184","±454","252,155","±2,006","78.6%","±0.4","78,380","±1,045","3,471,238","±9,789","73.6%","±0.1","78,778","±329","1,087,764","±4,261","72.8%","±0.3","72,849","±510","1,199,865","±4,266","73.0%","±0.2","85,911","±596","3,751,050","±7,657","73.5%","±0.1","88,158","±395","308,062","±2,117","74.3%","±0.5","92,640","±1,245","1,403,377","±6,589","71.5%","±0.2","74,430","±527","266,122","±2,005","76.5%","±0.4","71,453","±947","1,914,427","±6,982","72.5%","±0.2","76,066","±451","7,845,713","±20,294","79.2%","±0.1","87,478","±261","823,659","±3,253","82.1%","±0.3","89,913","±648","191,780","±1,614","73.0%","±0.5","79,496","±1,054","2,468,252","±7,585","77.5%","±0.2","102,779","±508","2,227,487","±6,811","76.7%","±0.2","102,339","±468","480,554","±3,329","65.4%","±0.3","67,494","±704","1,788,154","±5,352","75.2%","±0.2","81,561","±346","177,907","±1,846","76.3%","±0.5","79,140","±1,655","611,061","±4,222","50.7%","±0.3","39,320","±435"
